time,temp
2011-11-01,22.375
2011-11-02,21.428571428571427
2011-11-03,22.75
2011-11-04,22.0
2011-11-05,22.75
2011-11-06,22.857142857142858
2011-11-07,21.25
2011-11-08,22.5
2011-11-09,23.571428571428573
2011-11-10,23.666666666666668
2011-11-11,22.857142857142858
2011-11-12,23.0
2011-11-13,20.0
2011-11-14,21.125
2011-11-15,19.5
2011-11-16,21.5
2011-11-17,21.714285714285715
2011-11-18,21.625
2011-11-19,19.714285714285715
2011-11-20,19.142857142857142
2011-11-21,20.0
2011-11-22,19.833333333333332
2011-11-23,20.571428571428573
2011-11-24,18.428571428571427
2011-11-25,19.0
2011-11-26,17.714285714285715
2011-11-27,17.142857142857142
2011-11-28,18.333333333333332
2011-11-29,18.857142857142858
2011-11-30,18.333333333333332
2011-12-01,17.571428571428573
2011-12-02,18.571428571428573
2011-12-03,20.5
2011-12-04,18.571428571428573
2011-12-05,19.0
2011-12-06,19.571428571428573
2011-12-07,19.625
2011-12-08,20.5
2011-12-09,18.625
2011-12-10,17.714285714285715
2011-12-11,14.75
2011-12-12,14.5
2011-12-13,13.5
2011-12-14,13.5
2011-12-15,12.625
2011-12-16,12.375
2011-12-17,10.857142857142858
2011-12-18,12.833333333333334
2011-12-19,11.625
2011-12-20,12.0
2011-12-21,14.666666666666666
2011-12-22,12.5
2011-12-23,10.625
2011-12-24,11.428571428571429
2011-12-25,9.428571428571429
2011-12-26,9.333333333333334
2011-12-27,10.285714285714286
2011-12-28,13.857142857142858
2011-12-29,12.142857142857142
2011-12-30,12.5
2011-12-31,15.166666666666666
2012-01-01,16.285714285714285
2012-01-02,14.428571428571429
2012-01-03,14.166666666666666
2012-01-04,14.75
2012-01-05,14.625
2012-01-06,14.5
2012-01-07,14.4
2012-01-08,13.0
2012-01-09,11.125
2012-01-10,10.125
2012-01-11,9.571428571428571
2012-01-12,10.6
2012-01-13,12.428571428571429
2012-01-14,14.5
2012-01-15,16.571428571428573
2012-01-16,15.5
2012-01-17,10.333333333333334
2012-01-18,9.75
2012-01-19,10.625
2012-01-20,9.125
2012-01-21,11.0
2012-01-22,12.0
2012-01-23,11.571428571428571
2012-01-24,14.666666666666666
2012-01-25,14.6
2012-01-26,14.25
2012-01-27,11.714285714285714
2012-01-28,12.375
2012-01-29,12.625
2012-01-30,14.714285714285714
2012-01-31,11.666666666666666
2012-02-01,13.625
2012-02-02,14.833333333333334
2012-02-03,15.625
2012-02-04,15.8
2012-02-05,17.0
2012-02-06,15.714285714285714
2012-02-07,13.5
2012-02-08,13.4
2012-02-09,13.0
2012-02-10,13.0
2012-02-11,14.875
2012-02-12,18.0
2012-02-13,16.833333333333332
2012-02-14,16.875
2012-02-15,15.375
2012-02-16,13.875
2012-02-17,14.875
2012-02-18,14.5
2012-02-19,17.25
2012-02-20,17.142857142857142
2012-02-21,19.333333333333332
2012-02-22,23.0
2012-02-23,17.6
2012-02-24,18.125
2012-02-25,16.833333333333332
2012-02-26,16.5
2012-02-27,17.428571428571427
2012-02-28,17.857142857142858
2012-02-29,18.0
2012-03-01,18.714285714285715
2012-03-02,20.125
2012-03-03,21.333333333333332
2012-03-04,24.333333333333332
2012-03-05,25.125
2012-03-06,23.142857142857142
2012-03-07,22.142857142857142
2012-03-08,19.285714285714285
2012-03-09,17.666666666666668
2012-03-10,17.0
2012-03-11,19.0
2012-03-12,19.166666666666668
2012-03-13,19.5
2012-03-14,18.333333333333332
2012-03-15,20.0
2012-03-16,21.428571428571427
2012-03-17,24.333333333333332
2012-03-18,25.0
2012-03-19,28.571428571428573
2012-03-20,26.125
2012-03-21,18.5
2012-03-22,18.4
2012-03-23,22.142857142857142
2012-03-24,25.375
2012-03-25,25.0
2012-03-26,26.8
2012-03-27,25.428571428571427
2012-03-28,26.375
2012-03-29,25.571428571428573
2012-03-30,26.285714285714285
2012-03-31,27.875
2012-04-01,30.0
2012-04-02,28.428571428571427
2012-04-03,31.142857142857142
2012-04-04,28.571428571428573
2012-04-05,29.0
2012-04-06,29.0
2012-04-07,29.75
2012-04-08,28.285714285714285
2012-04-09,29.571428571428573
2012-04-10,27.571428571428573
2012-04-11,24.4
2012-04-12,27.166666666666668
2012-04-13,25.5
2012-04-14,23.714285714285715
2012-04-15,24.75
2012-04-16,27.625
2012-04-17,28.0
2012-04-18,27.375
2012-04-19,30.142857142857142
2012-04-20,28.6
2012-04-21,29.428571428571427
2012-04-22,29.142857142857142
2012-04-23,28.375
2012-04-24,29.142857142857142
2012-04-25,28.75
2012-04-26,26.428571428571427
2012-04-27,27.0
2012-04-28,28.857142857142858
2012-04-29,30.75
2012-04-30,30.142857142857142
2012-05-01,28.857142857142858
2012-05-02,29.285714285714285
2012-05-03,29.75
2012-05-04,33.4
2012-05-05,32.285714285714285
2012-05-06,31.571428571428573
2012-05-07,32.875
2012-05-08,32.666666666666664
2012-05-09,33.625
2012-05-10,34.625
2012-05-11,31.5
2012-05-12,28.285714285714285
2012-05-13,31.625
2012-05-14,29.142857142857142
2012-05-15,34.0
2012-05-16,34.333333333333336
2012-05-17,32.625
2012-05-18,35.142857142857146
2012-05-19,35.0
2012-05-20,33.142857142857146
2012-05-21,34.625
2012-05-22,33.6
2012-05-23,33.714285714285715
2012-05-24,35.857142857142854
2012-05-25,36.42857142857143
2012-05-26,35.857142857142854
2012-05-27,35.75
2012-05-28,33.714285714285715
2012-05-29,36.375
2012-05-30,37.75
2012-05-31,38.285714285714285
2012-06-01,38.375
2012-06-02,38.0
2012-06-03,34.0
2012-06-04,36.142857142857146
2012-06-05,32.375
2012-06-06,32.57142857142857
2012-06-07,33.8
2012-06-08,33.0
2012-06-09,35.666666666666664
2012-06-10,35.57142857142857
2012-06-11,34.166666666666664
2012-06-12,36.375
2012-06-13,38.714285714285715
2012-06-14,37.57142857142857
2012-06-15,36.6
2012-06-16,37.857142857142854
2012-06-17,39.142857142857146
2012-06-18,32.75
2012-06-19,34.875
2012-06-20,37.285714285714285
2012-06-21,38.42857142857143
2012-06-22,36.5
2012-06-23,37.142857142857146
2012-06-24,37.75
2012-06-25,37.25
2012-06-26,35.75
2012-06-27,35.857142857142854
2012-06-28,36.857142857142854
2012-06-29,36.833333333333336
2012-06-30,36.714285714285715
2012-07-01,37.75
2012-07-02,37.0
2012-07-03,34.0
2012-07-04,34.714285714285715
2012-07-05,32.666666666666664
2012-07-06,29.5
2012-07-07,26.714285714285715
2012-07-08,30.125
2012-07-09,30.714285714285715
2012-07-10,31.857142857142858
2012-07-11,30.428571428571427
2012-07-12,29.2
2012-07-13,29.714285714285715
2012-07-14,30.142857142857142
2012-07-15,32.125
2012-07-16,32.5
2012-07-17,33.625
2012-07-18,34.166666666666664
2012-07-19,35.875
2012-07-20,33.42857142857143
2012-07-21,31.857142857142858
2012-07-22,33.0
2012-07-23,33.142857142857146
2012-07-24,33.285714285714285
2012-07-25,30.285714285714285
2012-07-26,30.285714285714285
2012-07-27,30.8
2012-07-28,31.0
2012-07-29,30.285714285714285
2012-07-30,30.333333333333332
2012-07-31,27.25
2012-08-01,28.0
2012-08-02,31.571428571428573
2012-08-03,32.2
2012-08-04,30.333333333333332
2012-08-05,31.8
2012-08-06,31.125
2012-08-07,29.5
2012-08-08,28.714285714285715
2012-08-09,29.285714285714285
2012-08-10,31.0
2012-08-11,28.333333333333332
2012-08-12,30.166666666666668
2012-08-13,28.428571428571427
2012-08-14,28.571428571428573
2012-08-15,29.571428571428573
2012-08-16,29.0
2012-08-17,31.4
2012-08-18,32.0
2012-08-19,30.5
2012-08-20,28.714285714285715
2012-08-21,27.333333333333332
2012-08-22,28.125
2012-08-23,27.714285714285715
2012-08-24,27.285714285714285
2012-08-25,27.0
2012-08-26,28.8
2012-08-27,28.333333333333332
2012-08-28,27.857142857142858
2012-08-29,27.571428571428573
2012-08-30,27.142857142857142
2012-08-31,29.857142857142858
2012-09-01,31.285714285714285
2012-09-02,29.285714285714285
2012-09-03,29.666666666666668
2012-09-04,29.4
2012-09-05,30.714285714285715
2012-09-06,30.142857142857142
2012-09-07,28.5
2012-09-08,28.833333333333332
2012-09-09,31.285714285714285
2012-09-10,31.428571428571427
2012-09-11,30.5
2012-09-12,29.8
2012-09-13,30.375
2012-09-14,28.285714285714285
2012-09-15,28.25
2012-09-16,29.571428571428573
2012-09-17,28.142857142857142
2012-09-18,27.625
2012-09-19,29.142857142857142
2012-09-20,28.625
2012-09-21,28.857142857142858
2012-09-22,29.571428571428573
2012-09-23,29.166666666666668
2012-09-24,28.625
2012-09-25,28.4
2012-09-26,28.8
2012-09-27,27.857142857142858
2012-09-28,27.714285714285715
2012-09-29,28.833333333333332
2012-09-30,27.166666666666668
2012-10-01,26.75
2012-10-02,29.625
2012-10-03,27.2
2012-10-04,32.0
2012-10-05,27.166666666666668
2012-10-06,25.857142857142858
2012-10-07,26.875
2012-10-08,22.6
2012-10-09,24.166666666666668
2012-10-10,24.5
2012-10-11,26.428571428571427
2012-10-12,26.333333333333332
2012-10-13,24.166666666666668
2012-10-14,27.333333333333332
2012-10-15,27.0
2012-10-16,25.25
2012-10-17,24.857142857142858
2012-10-18,25.428571428571427
2012-10-19,23.142857142857142
2012-10-20,22.0
2012-10-21,24.5
2012-10-22,24.8
2012-10-23,22.2
2012-10-24,24.0
2012-10-25,20.428571428571427
2012-10-26,21.2
2012-10-27,21.8
2012-10-28,19.75
2012-10-29,22.142857142857142
2012-10-30,22.8
2012-10-31,21.285714285714285
2012-11-01,20.285714285714285
2012-11-02,20.2
2012-11-03,19.5
2012-11-04,20.375
2012-11-05,19.142857142857142
2012-11-06,19.857142857142858
2012-11-07,21.142857142857142
2012-11-08,19.875
2012-11-09,21.4
2012-11-10,21.166666666666668
2012-11-11,20.5
2012-11-12,21.142857142857142
2012-11-13,16.8
2012-11-14,19.285714285714285
2012-11-15,19.285714285714285
2012-11-16,19.5
2012-11-17,16.4
2012-11-18,19.75
2012-11-19,18.166666666666668
2012-11-20,19.666666666666668
2012-11-21,17.428571428571427
2012-11-22,17.166666666666668
2012-11-23,16.2
2012-11-24,18.666666666666668
2012-11-25,14.833333333333334
2012-11-26,16.875
2012-11-27,17.428571428571427
2012-11-28,16.571428571428573
2012-11-29,18.2
2012-11-30,16.428571428571427
2012-12-01,16.0
2012-12-02,16.333333333333332
2012-12-03,14.125
2012-12-04,15.2
2012-12-05,17.0
2012-12-06,19.2
2012-12-07,16.857142857142858
2012-12-08,16.0
2012-12-09,18.0
2012-12-10,18.0
2012-12-11,14.375
2012-12-12,15.5
2012-12-13,18.833333333333332
2012-12-14,17.857142857142858
2012-12-15,18.428571428571427
2012-12-16,16.833333333333332
2012-12-17,16.833333333333332
2012-12-18,16.666666666666668
2012-12-19,16.2
2012-12-20,13.0
2012-12-21,14.428571428571429
2012-12-22,13.166666666666666
2012-12-23,12.5
2012-12-24,12.0
2012-12-25,10.857142857142858
2012-12-26,12.833333333333334
2012-12-27,9.666666666666666
2012-12-28,10.4
2012-12-29,14.8
2012-12-30,11.714285714285714
2012-12-31,10.333333333333334
2013-01-01,10.0
2013-01-02,7.4
2013-01-03,7.166666666666667
2013-01-04,8.666666666666666
2013-01-05,6.0
2013-01-06,7.0
2013-01-07,7.0
2013-01-08,8.857142857142858
2013-01-09,14.0
2013-01-10,11.0
2013-01-11,15.714285714285714
2013-01-12,14.0
2013-01-13,15.833333333333334
2013-01-14,12.833333333333334
2013-01-15,14.714285714285714
2013-01-16,13.833333333333334
2013-01-17,16.5
2013-01-18,13.833333333333334
2013-01-19,12.5
2013-01-20,11.285714285714286
2013-01-21,11.2
2013-01-22,9.5
2013-01-23,14.0
2013-01-24,13.833333333333334
2013-01-25,12.25
2013-01-26,12.666666666666666
2013-01-27,12.857142857142858
2013-01-28,14.833333333333334
2013-01-29,14.125
2013-01-30,14.714285714285714
2013-01-31,16.2
2013-02-01,16.0
2013-02-02,16.285714285714285
2013-02-03,18.0
2013-02-04,17.428571428571427
2013-02-05,16.625
2013-02-06,16.666666666666668
2013-02-07,15.6
2013-02-08,14.0
2013-02-09,15.428571428571429
2013-02-10,15.25
2013-02-11,15.875
2013-02-12,15.333333333333334
2013-02-13,16.285714285714285
2013-02-14,17.333333333333332
2013-02-15,19.166666666666668
2013-02-16,14.428571428571429
2013-02-17,13.666666666666666
2013-02-18,15.6
2013-02-19,15.857142857142858
2013-02-20,17.714285714285715
2013-02-21,20.0
2013-02-22,20.5
2013-02-23,17.428571428571427
2013-02-24,16.857142857142858
2013-02-25,16.875
2013-02-26,17.857142857142858
2013-02-27,20.8
2013-02-28,19.428571428571427
2013-03-01,17.333333333333332
2013-03-02,19.0
2013-03-03,19.333333333333332
2013-03-04,17.6
2013-03-05,20.875
2013-03-06,20.857142857142858
2013-03-07,23.428571428571427
2013-03-08,24.166666666666668
2013-03-09,25.428571428571427
2013-03-10,23.142857142857142
2013-03-11,24.0
2013-03-12,23.5
2013-03-13,21.5
2013-03-14,22.333333333333332
2013-03-15,24.166666666666668
2013-03-16,20.333333333333332
2013-03-17,22.666666666666668
2013-03-18,23.428571428571427
2013-03-19,22.5
2013-03-20,29.166666666666668
2013-03-21,23.833333333333332
2013-03-22,25.25
2013-03-23,27.375
2013-03-24,27.0
2013-03-25,23.5
2013-03-26,24.142857142857142
2013-03-27,21.0
2013-03-28,22.428571428571427
2013-03-29,21.25
2013-03-30,23.5
2013-03-31,23.2
2013-04-01,25.375
2013-04-02,25.166666666666668
2013-04-03,26.2
2013-04-04,24.6
2013-04-05,25.6
2013-04-06,25.857142857142858
2013-04-07,29.142857142857142
2013-04-08,28.714285714285715
2013-04-09,30.166666666666668
2013-04-10,30.0
2013-04-11,30.0
2013-04-12,28.857142857142858
2013-04-13,30.2
2013-04-14,28.25
2013-04-15,28.25
2013-04-16,32.125
2013-04-17,29.2
2013-04-18,30.285714285714285
2013-04-19,28.285714285714285
2013-04-20,30.625
2013-04-21,27.666666666666668
2013-04-22,27.375
2013-04-23,28.625
2013-04-24,30.285714285714285
2013-04-25,31.142857142857142
2013-04-26,29.875
2013-04-27,31.142857142857142
2013-04-28,30.571428571428573
2013-04-29,32.125
2013-04-30,31.142857142857142
2013-05-01,31.857142857142858
2013-05-02,29.833333333333332
2013-05-03,28.571428571428573
2013-05-04,32.857142857142854
2013-05-05,32.625
2013-05-06,32.75
2013-05-07,32.875
2013-05-08,34.5
2013-05-09,34.285714285714285
2013-05-10,34.0
2013-05-11,30.75
2013-05-12,29.857142857142858
2013-05-13,31.714285714285715
2013-05-14,32.285714285714285
2013-05-15,33.0
2013-05-16,33.0
2013-05-17,32.833333333333336
2013-05-18,31.4
2013-05-19,35.333333333333336
2013-05-20,36.4
2013-05-21,36.0
2013-05-22,36.75
2013-05-23,37.5
2013-05-24,38.42857142857143
2013-05-25,38.714285714285715
2013-05-26,37.8
2013-05-27,35.857142857142854
2013-05-28,35.333333333333336
2013-05-29,34.142857142857146
2013-05-30,32.2
2013-05-31,33.625
2013-06-01,32.0
2013-06-02,32.4
2013-06-03,35.6
2013-06-04,35.857142857142854
2013-06-05,37.166666666666664
2013-06-06,31.285714285714285
2013-06-07,34.0
2013-06-08,34.2
2013-06-09,36.166666666666664
2013-06-10,36.625
2013-06-11,30.166666666666668
2013-06-12,34.142857142857146
2013-06-13,29.833333333333332
2013-06-14,30.142857142857142
2013-06-15,30.714285714285715
2013-06-16,27.0
2013-06-17,26.875
2013-06-18,28.4
2013-06-19,29.857142857142858
2013-06-20,33.0
2013-06-21,34.833333333333336
2013-06-22,35.6
2013-06-23,35.166666666666664
2013-06-24,33.142857142857146
2013-06-25,30.571428571428573
2013-06-26,30.666666666666668
2013-06-27,31.428571428571427
2013-06-28,31.5
2013-06-29,33.25
2013-06-30,32.833333333333336
2013-07-01,33.857142857142854
2013-07-02,33.142857142857146
2013-07-03,31.571428571428573
2013-07-04,32.375
2013-07-05,32.8
2013-07-06,31.0
2013-07-07,31.166666666666668
2013-07-08,29.833333333333332
2013-07-09,29.0
2013-07-10,29.75
2013-07-11,32.5
2013-07-12,28.875
2013-07-13,31.75
2013-07-14,30.75
2013-07-15,31.75
2013-07-16,29.875
2013-07-17,31.125
2013-07-18,31.75
2013-07-19,30.5
2013-07-20,26.833333333333332
2013-07-21,28.2
2013-07-22,29.5
2013-07-23,31.857142857142858
2013-07-24,29.714285714285715
2013-07-25,28.333333333333332
2013-07-26,30.0
2013-07-27,30.142857142857142
2013-07-28,32.285714285714285
2013-07-29,31.0
2013-07-30,30.5
2013-07-31,28.833333333333332
2013-08-01,30.0
2013-08-02,31.571428571428573
2013-08-03,32.5
2013-08-04,32.5
2013-08-05,29.5
2013-08-06,27.166666666666668
2013-08-07,28.375
2013-08-08,28.5
2013-08-09,27.166666666666668
2013-08-10,29.428571428571427
2013-08-11,30.0
2013-08-12,29.5
2013-08-13,30.75
2013-08-14,29.666666666666668
2013-08-15,27.714285714285715
2013-08-16,26.6
2013-08-17,27.428571428571427
2013-08-18,28.333333333333332
2013-08-19,28.166666666666668
2013-08-20,27.375
2013-08-21,28.333333333333332
2013-08-22,29.166666666666668
2013-08-23,31.285714285714285
2013-08-24,32.0
2013-08-25,29.0
2013-08-26,32.0
2013-08-27,32.142857142857146
2013-08-28,30.142857142857142
2013-08-29,31.5
2013-08-30,29.166666666666668
2013-08-31,29.0
2013-09-01,30.0
2013-09-02,31.857142857142858
2013-09-03,32.75
2013-09-04,31.714285714285715
2013-09-05,31.666666666666668
2013-09-06,30.571428571428573
2013-09-07,30.833333333333332
2013-09-08,28.0
2013-09-09,31.0
2013-09-10,29.666666666666668
2013-09-11,30.857142857142858
2013-09-12,31.166666666666668
2013-09-13,31.142857142857142
2013-09-14,30.5
2013-09-15,31.625
2013-09-16,29.666666666666668
2013-09-17,29.25
2013-09-18,29.142857142857142
2013-09-19,29.8
2013-09-20,28.666666666666668
2013-09-21,25.2
2013-09-22,28.333333333333332
2013-09-23,30.285714285714285
2013-09-24,30.75
2013-09-25,28.571428571428573
2013-09-26,28.2
2013-09-27,29.0
2013-09-28,30.0
2013-09-29,28.142857142857142
2013-09-30,26.857142857142858
2013-10-01,28.285714285714285
2013-10-02,29.2
2013-10-03,28.6
2013-10-04,24.833333333333332
2013-10-05,28.5
2013-10-06,29.75
2013-10-07,29.714285714285715
2013-10-08,29.2
2013-10-09,30.833333333333332
2013-10-10,29.428571428571427
2013-10-11,23.857142857142858
2013-10-12,26.142857142857142
2013-10-13,27.166666666666668
2013-10-14,27.714285714285715
2013-10-15,25.857142857142858
2013-10-16,26.428571428571427
2013-10-17,26.857142857142858
2013-10-18,26.333333333333332
2013-10-19,24.571428571428573
2013-10-20,24.333333333333332
2013-10-21,24.875
2013-10-22,27.8
2013-10-23,25.0
2013-10-24,23.857142857142858
2013-10-25,22.8
2013-10-26,23.0
2013-10-27,22.875
2013-10-28,22.666666666666668
2013-10-29,23.0
2013-10-30,22.857142857142858
2013-10-31,23.666666666666668
2013-11-01,23.428571428571427
2013-11-02,21.625
2013-11-03,20.625
2013-11-04,21.166666666666668
2013-11-05,18.833333333333332
2013-11-06,20.571428571428573
2013-11-07,20.142857142857142
2013-11-08,18.0
2013-11-09,19.857142857142858
2013-11-10,16.833333333333332
2013-11-11,18.857142857142858
2013-11-12,16.571428571428573
2013-11-13,17.75
2013-11-14,17.625
2013-11-15,17.0
2013-11-16,16.625
2013-11-17,15.571428571428571
2013-11-18,18.5
2013-11-19,17.875
2013-11-20,18.25
2013-11-21,17.875
2013-11-22,17.625
2013-11-23,18.142857142857142
2013-11-24,19.125
2013-11-25,21.25
2013-11-26,21.25
2013-11-27,19.125
2013-11-28,18.625
2013-11-29,17.75
2013-11-30,17.875
2013-12-01,18.0
2013-12-02,17.25
2013-12-03,17.5
2013-12-04,17.142857142857142
2013-12-05,17.142857142857142
2013-12-06,16.125
2013-12-07,16.0
2013-12-08,16.5
2013-12-09,16.125
2013-12-10,15.5
2013-12-11,16.625
2013-12-12,17.75
2013-12-13,17.142857142857142
2013-12-14,16.142857142857142
2013-12-15,15.5
2013-12-16,15.25
2013-12-17,14.75
2013-12-18,14.875
2013-12-19,16.125
2013-12-20,15.375
2013-12-21,14.75
2013-12-22,15.25
2013-12-23,14.25
2013-12-24,13.5
2013-12-25,13.666666666666666
2013-12-26,12.125
2013-12-27,11.875
2013-12-28,10.875
2013-12-29,10.571428571428571
2013-12-30,12.375
2013-12-31,14.5
2014-01-01,13.375
2014-01-02,11.0
2014-01-03,12.5
2014-01-04,12.875
2014-01-05,12.375
2014-01-06,11.428571428571429
2014-01-07,12.142857142857142
2014-01-08,11.875
2014-01-09,12.833333333333334
2014-01-10,12.375
2014-01-11,12.125
2014-01-12,12.875
2014-01-13,14.0
2014-01-14,14.875
2014-01-15,12.0
2014-01-16,12.285714285714286
2014-01-17,12.0
2014-01-18,12.5
2014-01-19,14.5
2014-01-20,14.625
2014-01-21,13.571428571428571
2014-01-22,15.25
2014-01-23,15.625
2014-01-24,13.875
2014-01-25,11.75
2014-01-26,14.375
2014-01-27,16.625
2014-01-28,16.625
2014-01-29,14.875
2014-01-30,14.5
2014-01-31,14.75
2014-02-01,14.0
2014-02-02,15.25
2014-02-03,18.428571428571427
2014-02-04,18.857142857142858
2014-02-05,17.0
2014-02-06,18.5
2014-02-07,19.625
2014-02-08,13.625
2014-02-09,12.875
2014-02-10,12.625
2014-02-11,13.375
2014-02-12,13.25
2014-02-13,15.25
2014-02-14,13.0
2014-02-15,12.375
2014-02-16,13.5
2014-02-17,15.125
2014-02-18,15.25
2014-02-19,15.125
2014-02-20,16.125
2014-02-21,17.125
2014-02-22,16.625
2014-02-23,16.5
2014-02-24,16.375
2014-02-25,18.125
2014-02-26,18.75
2014-02-27,18.625
2014-02-28,15.625
2014-03-01,16.142857142857142
2014-03-02,16.125
2014-03-03,17.875
2014-03-04,18.75
2014-03-05,18.875
2014-03-06,18.375
2014-03-07,18.5
2014-03-08,19.875
2014-03-09,22.0
2014-03-10,20.0
2014-03-11,20.714285714285715
2014-03-12,20.0
2014-03-13,19.0
2014-03-14,19.625
2014-03-15,21.625
2014-03-16,23.125
2014-03-17,26.25
2014-03-18,24.857142857142858
2014-03-19,21.75
2014-03-20,21.5
2014-03-21,22.5
2014-03-22,25.0
2014-03-23,22.75
2014-03-24,22.375
2014-03-25,24.625
2014-03-26,25.125
2014-03-27,23.5
2014-03-28,24.428571428571427
2014-03-29,25.875
2014-03-30,24.125
2014-03-31,24.125
2014-04-01,24.875
2014-04-02,26.75
2014-04-03,25.0
2014-04-04,25.857142857142858
2014-04-05,27.375
2014-04-06,30.125
2014-04-07,27.25
2014-04-08,25.75
2014-04-09,25.75
2014-04-10,26.375
2014-04-11,28.142857142857142
2014-04-12,29.125
2014-04-13,26.875
2014-04-14,27.625
2014-04-15,29.0
2014-04-16,27.125
2014-04-17,26.375
2014-04-18,24.25
2014-04-19,25.625
2014-04-20,27.0
2014-04-21,28.0
2014-04-22,29.375
2014-04-23,29.125
2014-04-24,29.375
2014-04-25,30.625
2014-04-26,31.5
2014-04-27,30.625
2014-04-28,31.5
2014-04-29,32.125
2014-04-30,33.25
2014-05-01,34.875
2014-05-02,34.375
2014-05-03,31.75
2014-05-04,31.875
2014-05-05,29.75
2014-05-06,29.571428571428573
2014-05-07,31.75
2014-05-08,31.375
2014-05-09,30.5
2014-05-10,30.0
2014-05-11,29.625
2014-05-12,28.0
2014-05-13,25.25
2014-05-14,26.875
2014-05-15,29.5
2014-05-16,31.125
2014-05-17,29.875
2014-05-18,31.5
2014-05-19,32.375
2014-05-20,31.125
2014-05-21,33.0
2014-05-22,33.25
2014-05-23,34.625
2014-05-24,31.5
2014-05-25,31.5
2014-05-26,30.125
2014-05-27,31.875
2014-05-28,33.625
2014-05-29,35.25
2014-05-30,33.125
2014-05-31,34.625
2014-06-01,32.75
2014-06-02,32.75
2014-06-03,34.875
2014-06-04,35.25
2014-06-05,36.875
2014-06-06,37.5
2014-06-07,38.5
2014-06-08,37.625
2014-06-09,37.875
2014-06-10,37.25
2014-06-11,37.625
2014-06-12,32.875
2014-06-13,30.25
2014-06-14,30.5
2014-06-15,33.875
2014-06-16,36.375
2014-06-17,36.875
2014-06-18,33.875
2014-06-19,35.75
2014-06-20,38.0
2014-06-21,36.875
2014-06-22,34.5
2014-06-23,32.125
2014-06-24,33.0
2014-06-25,32.25
2014-06-26,32.5
2014-06-27,34.75
2014-06-28,34.875
2014-06-29,33.0
2014-06-30,32.0
2014-07-01,31.375
2014-07-02,29.5
2014-07-03,28.875
2014-07-04,31.38888888888889
2014-07-05,34.705882352941174
2014-07-06,30.625
2014-07-07,34.0
2014-07-08,35.0
2014-07-09,36.0
2014-07-10,36.125
2014-07-11,36.625
2014-07-12,35.875
2014-07-13,31.625
2014-07-14,32.375
2014-07-15,33.125
2014-07-16,32.625
2014-07-17,30.75
2014-07-18,27.25
2014-07-19,29.875
2014-07-20,30.875
2014-07-21,32.125
2014-07-22,31.625
2014-07-23,30.625
2014-07-24,30.5
2014-07-25,30.75
2014-07-26,32.5
2014-07-27,31.714285714285715
2014-07-28,30.0
2014-07-29,30.25
2014-07-30,31.875
2014-07-31,32.5
2014-08-01,33.25
2014-08-02,30.125
2014-08-03,31.5
2014-08-04,30.5
2014-08-05,29.75
2014-08-06,32.125
2014-08-07,31.125
2014-08-08,31.0
2014-08-09,29.235294117647058
2014-08-10,28.5
2014-08-11,31.125
2014-08-12,32.125
2014-08-13,32.125
2014-08-14,30.375
2014-08-15,31.125
2014-08-16,30.428571428571427
2014-08-17,31.375
2014-08-18,31.875
2014-08-19,33.0
2014-08-20,33.25
2014-08-21,32.5
2014-08-22,33.0
2014-08-23,33.125
2014-08-24,33.125
2014-08-25,33.875
2014-08-26,34.125
2014-08-27,33.857142857142854
2014-08-28,29.625
2014-08-29,30.375
2014-08-30,28.625
2014-08-31,27.625
2014-09-01,29.428571428571427
2014-09-02,29.25
2014-09-03,28.625
2014-09-04,27.875
2014-09-05,26.5
2014-09-06,28.5
2014-09-07,31.0
2014-09-08,31.25
2014-09-09,31.0
2014-09-10,28.75
2014-09-11,26.571428571428573
2014-09-12,28.5
2014-09-13,29.375
2014-09-14,29.125
2014-09-15,29.625
2014-09-16,30.625
2014-09-17,30.625
2014-09-18,30.5
2014-09-19,31.0
2014-09-20,31.125
2014-09-21,30.5
2014-09-22,30.625
2014-09-23,31.0
2014-09-24,29.625
2014-09-25,30.0
2014-09-26,30.0
2014-09-27,30.5
2014-09-28,30.25
2014-09-29,30.5
2014-09-30,30.625
2014-10-01,30.428571428571427
2014-10-02,30.375
2014-10-03,30.5
2014-10-04,31.0
2014-10-05,30.625
2014-10-06,30.625
2014-10-07,31.0
2014-10-08,28.75
2014-10-09,27.625
2014-10-10,27.125
2014-10-11,25.714285714285715
2014-10-12,26.0
2014-10-13,27.625
2014-10-14,24.5
2014-10-15,24.5
2014-10-16,23.0
2014-10-17,25.0
2014-10-18,24.0
2014-10-19,23.75
2014-10-20,24.75
2014-10-21,25.625
2014-10-22,25.75
2014-10-23,25.25
2014-10-24,25.5
2014-10-25,25.25
2014-10-26,25.125
2014-10-27,24.875
2014-10-28,25.125
2014-10-29,24.75
2014-10-30,23.875
2014-10-31,23.375
2014-11-01,22.5
2014-11-02,22.875
2014-11-03,23.375
2014-11-04,23.625
2014-11-05,22.75
2014-11-06,23.0
2014-11-07,24.0
2014-11-08,23.875
2014-11-09,24.125
2014-11-10,21.375
2014-11-11,19.25
2014-11-12,19.625
2014-11-13,18.5
2014-11-14,18.375
2014-11-15,18.625
2014-11-16,18.25
2014-11-17,17.75
2014-11-18,17.625
2014-11-19,17.5
2014-11-20,20.375
2014-11-21,18.25
2014-11-22,19.875
2014-11-23,17.125
2014-11-24,16.875
2014-11-25,16.5
2014-11-26,19.625
2014-11-27,18.125
